YEAR,JURISDICTION,LOCATION,AGE_GROUP,DETECTION_METHOD,FINES,DETECTION_GROUP
2024,VIC,Outer Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Mobile camera,83,Camera
2024,VIC,Outer Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Mobile camera,13,Camera
2024,VIC,Outer Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Mobile camera,116,Camera
2024,VIC,Remote Australia,0-16,Fixed camera,0,Camera
2024,VIC,Remote Australia,0-16,Mobile camera,0,Camera
2024,VIC,Remote Australia,17-25,Fixed camera,0,Camera
2024,VIC,Remote Australia,17-25,Mobile camera,0,Camera
2024,VIC,Remote Australia,26-39,Fixed camera,0,Camera
2024,VIC,Remote Australia,26-39,Mobile camera,0,Camera
2024,VIC,Remote Australia,40-64,Fixed camera,0,Camera
2024,VIC,Remote Australia,40-64,Mobile camera,0,Camera
2024,VIC,Remote Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Remote Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Remote Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Remote Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Fixed camera,0,Camera
2024,VIC,Unknown,0-16,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Fixed camera,0,Camera
2024,VIC,Unknown,17-25,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Police issued,253,Police
2024,VIC,Unknown,26-39,Fixed camera,0,Camera
2024,VIC,Unknown,26-39,Mobile camera,0,Camera
2024,VIC,Unknown,26-39,Police issued,702,Police
2024,VIC,Unknown,40-64,Fixed camera,0,Camera
2024,VIC,Unknown,40-64,Mobile camera,0,Camera
2024,VIC,Unknown,40-64,Police issued,561,Police
2024,VIC,Unknown,65 and over,Fixed camera,0,Camera
2024,VIC,Unknown,65 and over,Mobile camera,0,Camera
2024,VIC,Unknown,65 and over,Police issued,67,Police
2024,VIC,Unknown,Unknown,Fixed camera,0,Camera
2024,VIC,Unknown,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,Unknown,Police issued,2,Police
2024,WA,Unknown,17-25,Police issued,106,Police
2024,WA,Unknown,17-25,Unknown,0,Unknown
2024,WA,Unknown,26-39,Police issued,203,Police
2024,WA,Unknown,26-39,Unknown,0,Unknown
2024,WA,Unknown,40-64,Police issued,140,Police
2024,WA,Unknown,40-64,Unknown,0,Unknown
2024,WA,Unknown,65 and over,Police issued,15,Police
2024,ACT,Major Cities of Australia,17-25,Fixed or mobile camera,277,Camera
2024,ACT,Major Cities of Australia,17-25,Police issued,2,Police
2024,ACT,Major Cities of Australia,26-39,Fixed or mobile camera,960,Camera
2024,ACT,Major Cities of Australia,26-39,Police issued,5,Police
2024,ACT,Major Cities of Australia,40-64,Fixed or mobile camera,908,Camera
2024,ACT,Major Cities of Australia,40-64,Police issued,2,Police
2024,ACT,Major Cities of Australia,65 and over,Fixed or mobile camera,115,Camera
2024,ACT,Major Cities of Australia,Unknown,Fixed or mobile camera,72,Camera
2024,NSW,Inner Regional Australia,17-25,Police issued,29,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,56,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,42,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,5,Police
2024,NSW,Major Cities of Australia,0-16,Police issued,1,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,384,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,392,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,304,Police
2024,NSW,Major Cities of Australia,65 and over,Police issued,27,Police
2024,NSW,Outer Regional Australia,17-25,Police issued,7,Police
2024,NSW,Outer Regional Australia,26-39,Police issued,10,Police
2024,NSW,Outer Regional Australia,40-64,Police issued,8,Police
2024,NSW,Outer Regional Australia,65 and over,Police issued,1,Police
2024,NSW,Remote Australia,40-64,Police issued,1,Police
2024,NSW,Unknown,17-25,Police issued,3,Police
2024,NSW,Unknown,26-39,Police issued,8,Police
2024,NSW,Unknown,40-64,Police issued,4,Police
2024,NSW,Unknown,65 and over,Police issued,1,Police
2024,NSW,Unknown,Unknown,Fixed or mobile camera,10306,Camera
2024,NT,Unknown,17-25,Police issued,4,Police
2024,NT,Unknown,26-39,Police issued,6,Police
2024,NT,Unknown,40-64,Police issued,5,Police
2024,QLD,Unknown,0-16,Fixed camera,177,Camera
2024,QLD,Unknown,0-16,Police issued,1,Police
2024,QLD,Unknown,17-25,Fixed camera,741,Camera
2024,QLD,Unknown,17-25,Police issued,76,Police
2024,QLD,Unknown,26-39,Fixed camera,2188,Camera
2024,QLD,Unknown,26-39,Police issued,109,Police
2024,QLD,Unknown,40-64,Fixed camera,2264,Camera
2024,QLD,Unknown,40-64,Police issued,73,Police
2024,QLD,Unknown,65 and over,Fixed camera,323,Camera
2024,QLD,Unknown,65 and over,Police issued,5,Police
2024,QLD,Unknown,Unknown,Fixed camera,21,Camera
2024,SA,Inner Regional Australia,17-25,Police issued,1,Police
2024,SA,Inner Regional Australia,26-39,Police issued,6,Police
2024,SA,Inner Regional Australia,40-64,Police issued,3,Police
2024,SA,Inner Regional Australia,65 and over,Police issued,1,Police
2024,SA,Major Cities of Australia,17-25,Police issued,95,Police
2024,SA,Major Cities of Australia,26-39,Police issued,103,Police
2024,SA,Major Cities of Australia,40-64,Police issued,88,Police
2024,SA,Major Cities of Australia,65 and over,Police issued,6,Police
2024,SA,Outer Regional Australia,17-25,Police issued,2,Police
2024,SA,Outer Regional Australia,26-39,Police issued,3,Police
2024,SA,Outer Regional Australia,40-64,Police issued,4,Police
2024,SA,Remote Australia,26-39,Police issued,1,Police
2024,SA,Unknown,17-25,Police issued,1,Police
2024,SA,Unknown,26-39,Police issued,1,Police
2024,SA,Unknown,40-64,Police issued,4,Police
2024,TAS,Unknown,17-25,Fixed or mobile camera,3,Camera
2024,TAS,Unknown,17-25,Police issued,34,Police
2024,TAS,Unknown,26-39,Fixed or mobile camera,32,Camera
2024,TAS,Unknown,26-39,Police issued,70,Police
2024,TAS,Unknown,40-64,Fixed or mobile camera,48,Camera
2024,TAS,Unknown,40-64,Police issued,51,Police
2024,TAS,Unknown,65 and over,Fixed or mobile camera,8,Camera
2024,TAS,Unknown,65 and over,Police issued,7,Police
2024,VIC,Inner Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Mobile camera,22,Camera
2024,VIC,Inner Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,26-39,Mobile camera,105,Camera
2024,VIC,Inner Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,40-64,Mobile camera,146,Camera
2024,VIC,Inner Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,65 and over,Mobile camera,43,Camera
2024,VIC,Inner Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,Unknown,Mobile camera,139,Camera
2024,VIC,Major Cities of Australia,0-16,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,0-16,Mobile camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Mobile camera,142,Camera
2024,VIC,Major Cities of Australia,26-39,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,26-39,Mobile camera,704,Camera
2024,VIC,Major Cities of Australia,40-64,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,40-64,Mobile camera,822,Camera
2024,VIC,Major Cities of Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,65 and over,Mobile camera,122,Camera
2024,VIC,Major Cities of Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,Unknown,Mobile camera,662,Camera
2024,VIC,Outer Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Mobile camera,1,Camera
2024,VIC,Outer Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Remote Australia,0-16,Fixed camera,0,Camera
2024,VIC,Remote Australia,0-16,Mobile camera,0,Camera
2024,VIC,Remote Australia,17-25,Fixed camera,0,Camera
2024,VIC,Remote Australia,17-25,Mobile camera,0,Camera
2024,VIC,Remote Australia,26-39,Fixed camera,0,Camera
2024,VIC,Remote Australia,26-39,Mobile camera,0,Camera
2024,VIC,Remote Australia,40-64,Fixed camera,0,Camera
2024,VIC,Remote Australia,40-64,Mobile camera,0,Camera
2024,VIC,Remote Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Remote Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Remote Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Remote Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Fixed camera,0,Camera
2024,VIC,Unknown,0-16,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Fixed camera,0,Camera
2024,VIC,Unknown,17-25,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Police issued,319,Police
2024,VIC,Unknown,26-39,Fixed camera,0,Camera
2024,VIC,Unknown,26-39,Mobile camera,0,Camera
2024,VIC,Unknown,26-39,Police issued,649,Police
2024,VIC,Unknown,40-64,Fixed camera,0,Camera
2024,VIC,Unknown,40-64,Mobile camera,0,Camera
2024,VIC,Unknown,40-64,Police issued,516,Police
2024,VIC,Unknown,65 and over,Fixed camera,0,Camera
2024,VIC,Unknown,65 and over,Mobile camera,0,Camera
2024,VIC,Unknown,65 and over,Police issued,68,Police
2024,VIC,Unknown,Unknown,Fixed camera,0,Camera
2024,VIC,Unknown,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,Unknown,Police issued,2,Police
2024,WA,Unknown,17-25,Police issued,78,Police
2024,WA,Unknown,17-25,Unknown,0,Unknown
2024,WA,Unknown,26-39,Police issued,184,Police
2024,WA,Unknown,26-39,Unknown,0,Unknown
2024,WA,Unknown,40-64,Police issued,168,Police
2024,WA,Unknown,40-64,Unknown,0,Unknown
2024,WA,Unknown,65 and over,Police issued,12,Police
2024,ACT,Major Cities of Australia,0-16,Fixed or mobile camera,1,Camera
2024,ACT,Major Cities of Australia,17-25,Fixed or mobile camera,134,Camera
2024,ACT,Major Cities of Australia,17-25,Police issued,2,Police
2024,ACT,Major Cities of Australia,26-39,Fixed or mobile camera,418,Camera
2024,ACT,Major Cities of Australia,26-39,Police issued,10,Police
2024,ACT,Major Cities of Australia,40-64,Fixed or mobile camera,427,Camera
2024,ACT,Major Cities of Australia,40-64,Police issued,7,Police
2024,ACT,Major Cities of Australia,65 and over,Fixed or mobile camera,45,Camera
2024,ACT,Major Cities of Australia,65 and over,Police issued,1,Police
2024,ACT,Major Cities of Australia,Unknown,Fixed or mobile camera,24,Camera
2024,NSW,Inner Regional Australia,0-16,Police issued,1,Police
2024,NSW,Inner Regional Australia,17-25,Police issued,46,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,64,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,44,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,3,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,342,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,338,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,223,Police
2024,NSW,Major Cities of Australia,65 and over,Police issued,23,Police
2024,NSW,Outer Regional Australia,17-25,Police issued,7,Police
2024,NSW,Outer Regional Australia,26-39,Police issued,8,Police
2024,NSW,Outer Regional Australia,40-64,Police issued,6,Police
2024,NSW,Outer Regional Australia,65 and over,Police issued,2,Police
2024,NSW,Remote Australia,17-25,Police issued,1,Police
2024,NSW,Unknown,17-25,Police issued,6,Police
2024,NSW,Unknown,26-39,Police issued,3,Police
2024,NSW,Unknown,Unknown,Fixed or mobile camera,10476,Camera
2024,NT,Unknown,17-25,Police issued,3,Police
2024,NT,Unknown,26-39,Police issued,11,Police
2024,NT,Unknown,40-64,Police issued,10,Police
2024,QLD,Unknown,0-16,Fixed camera,210,Camera
2024,QLD,Unknown,17-25,Fixed camera,901,Camera
2024,QLD,Unknown,17-25,Police issued,48,Police
2024,QLD,Unknown,26-39,Fixed camera,2417,Camera
2024,QLD,Unknown,26-39,Police issued,84,Police
2024,QLD,Unknown,40-64,Fixed camera,2588,Camera
2024,QLD,Unknown,40-64,Police issued,57,Police
2024,QLD,Unknown,65 and over,Fixed camera,308,Camera
2024,QLD,Unknown,65 and over,Police issued,7,Police
2024,QLD,Unknown,Unknown,Fixed camera,28,Camera
2024,SA,Inner Regional Australia,17-25,Police issued,2,Police
2024,SA,Inner Regional Australia,26-39,Police issued,5,Police
2024,SA,Inner Regional Australia,40-64,Police issued,4,Police
2024,SA,Major Cities of Australia,17-25,Police issued,61,Police
2024,SA,Major Cities of Australia,26-39,Police issued,86,Police
2024,SA,Major Cities of Australia,40-64,Police issued,69,Police
2024,SA,Major Cities of Australia,65 and over,Police issued,5,Police
2024,SA,Major Cities of Australia,Unknown,Police issued,1,Police
2024,SA,Outer Regional Australia,26-39,Police issued,3,Police
2024,SA,Outer Regional Australia,40-64,Police issued,3,Police
2024,SA,Remote Australia,26-39,Police issued,1,Police
2024,SA,Unknown,26-39,Police issued,2,Police
2024,SA,Unknown,40-64,Police issued,1,Police
2024,SA,Unknown,65 and over,Police issued,1,Police
2024,SA,Very Remote Australia,17-25,Police issued,1,Police
2024,TAS,Unknown,17-25,Fixed or mobile camera,10,Camera
2024,TAS,Unknown,17-25,Police issued,25,Police
2024,TAS,Unknown,26-39,Fixed or mobile camera,35,Camera
2024,TAS,Unknown,26-39,Police issued,55,Police
2024,TAS,Unknown,40-64,Fixed or mobile camera,42,Camera
2024,TAS,Unknown,40-64,Police issued,31,Police
2024,TAS,Unknown,65 and over,Fixed or mobile camera,5,Camera
2024,TAS,Unknown,65 and over,Police issued,3,Police
2024,VIC,Inner Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Mobile camera,14,Camera
2024,VIC,Inner Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,26-39,Mobile camera,34,Camera
2024,VIC,Inner Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,40-64,Mobile camera,61,Camera
2024,VIC,Inner Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,65 and over,Mobile camera,12,Camera
2024,VIC,Inner Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,Unknown,Mobile camera,38,Camera
2024,VIC,Major Cities of Australia,0-16,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,0-16,Mobile camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Mobile camera,134,Camera
2024,VIC,Major Cities of Australia,26-39,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,26-39,Mobile camera,514,Camera
2024,VIC,Major Cities of Australia,40-64,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,40-64,Mobile camera,659,Camera
2024,VIC,Major Cities of Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,65 and over,Mobile camera,107,Camera
2024,VIC,Major Cities of Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,Unknown,Mobile camera,546,Camera
2024,VIC,Outer Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Remote Australia,0-16,Fixed camera,0,Camera
2024,VIC,Remote Australia,0-16,Mobile camera,0,Camera
2024,VIC,Remote Australia,17-25,Fixed camera,0,Camera
2024,VIC,Remote Australia,17-25,Mobile camera,0,Camera
2024,VIC,Remote Australia,26-39,Fixed camera,0,Camera
2024,VIC,Remote Australia,26-39,Mobile camera,0,Camera
2024,VIC,Remote Australia,40-64,Fixed camera,0,Camera
2024,VIC,Remote Australia,40-64,Mobile camera,0,Camera
2024,VIC,Remote Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Remote Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Remote Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Remote Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Fixed camera,0,Camera
2024,VIC,Unknown,0-16,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Fixed camera,0,Camera
2024,VIC,Unknown,17-25,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Police issued,167,Police
2024,VIC,Unknown,26-39,Fixed camera,0,Camera
2024,VIC,Unknown,26-39,Mobile camera,0,Camera
2024,VIC,Unknown,26-39,Police issued,398,Police
2024,VIC,Unknown,40-64,Fixed camera,0,Camera
2024,VIC,Unknown,40-64,Mobile camera,0,Camera
2024,VIC,Unknown,40-64,Police issued,294,Police
2024,VIC,Unknown,65 and over,Fixed camera,0,Camera
2024,VIC,Unknown,65 and over,Mobile camera,0,Camera
2024,VIC,Unknown,65 and over,Police issued,36,Police
2024,VIC,Unknown,Unknown,Fixed camera,0,Camera
2024,VIC,Unknown,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,Unknown,Police issued,2,Police
2024,WA,Unknown,0-16,Police issued,1,Police
2024,WA,Unknown,0-16,Unknown,0,Unknown
2024,WA,Unknown,17-25,Police issued,111,Police
2024,WA,Unknown,17-25,Unknown,0,Unknown
2024,WA,Unknown,26-39,Police issued,193,Police
2024,WA,Unknown,26-39,Unknown,0,Unknown
2024,WA,Unknown,40-64,Police issued,149,Police
2024,WA,Unknown,40-64,Unknown,0,Unknown
2024,WA,Unknown,65 and over,Police issued,13,Police
2024,ACT,Major Cities of Australia,0-16,Fixed or mobile camera,1,Camera
2024,ACT,Major Cities of Australia,17-25,Fixed or mobile camera,308,Camera
2024,ACT,Major Cities of Australia,17-25,Police issued,5,Police
2024,ACT,Major Cities of Australia,26-39,Fixed or mobile camera,836,Camera
2024,ACT,Major Cities of Australia,26-39,Police issued,5,Police
2024,ACT,Major Cities of Australia,40-64,Fixed or mobile camera,885,Camera
2024,ACT,Major Cities of Australia,40-64,Police issued,8,Police
2024,ACT,Major Cities of Australia,65 and over,Fixed or mobile camera,119,Camera
2024,ACT,Major Cities of Australia,Unknown,Fixed or mobile camera,74,Camera
2024,NSW,Inner Regional Australia,17-25,Police issued,42,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,44,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,34,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,6,Police
2024,NSW,Major Cities of Australia,0-16,Police issued,4,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,342,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,321,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,207,Police
2024,NSW,Major Cities of Australia,65 and over,Police issued,22,Police
2024,NSW,Outer Regional Australia,17-25,Police issued,9,Police
2024,NSW,Outer Regional Australia,26-39,Police issued,6,Police
2024,NSW,Outer Regional Australia,40-64,Police issued,8,Police
2024,NSW,Outer Regional Australia,65 and over,Police issued,1,Police
2024,NSW,Remote Australia,40-64,Police issued,1,Police
2024,NSW,Unknown,17-25,Police issued,1,Police
2024,NSW,Unknown,26-39,Police issued,1,Police
2024,NSW,Unknown,Unknown,Fixed or mobile camera,10952,Camera
2024,NSW,Very Remote Australia,26-39,Police issued,0,Police
2024,NT,Unknown,0-16,Police issued,1,Police
2024,NT,Unknown,17-25,Police issued,9,Police
2024,NT,Unknown,26-39,Police issued,11,Police
2024,NT,Unknown,40-64,Police issued,7,Police
2024,QLD,Unknown,0-16,Fixed camera,206,Camera
2024,QLD,Unknown,17-25,Fixed camera,872,Camera
2024,QLD,Unknown,17-25,Police issued,62,Police
2024,QLD,Unknown,26-39,Fixed camera,2488,Camera
2024,QLD,Unknown,26-39,Police issued,115,Police
2024,QLD,Unknown,40-64,Fixed camera,2476,Camera
2024,QLD,Unknown,40-64,Police issued,69,Police
2024,QLD,Unknown,65 and over,Fixed camera,325,Camera
2024,QLD,Unknown,65 and over,Police issued,5,Police
2024,QLD,Unknown,Unknown,Fixed camera,30,Camera
2024,SA,Inner Regional Australia,17-25,Police issued,3,Police
2024,SA,Inner Regional Australia,26-39,Police issued,2,Police
2024,SA,Inner Regional Australia,65 and over,Police issued,1,Police
2024,SA,Major Cities of Australia,17-25,Police issued,44,Police
2024,SA,Major Cities of Australia,26-39,Police issued,59,Police
2024,SA,Major Cities of Australia,40-64,Police issued,57,Police
2024,SA,Major Cities of Australia,65 and over,Police issued,4,Police
2024,SA,Outer Regional Australia,17-25,Police issued,1,Police
2024,SA,Outer Regional Australia,26-39,Police issued,7,Police
2024,SA,Outer Regional Australia,40-64,Police issued,7,Police
2024,SA,Outer Regional Australia,65 and over,Police issued,2,Police
2024,SA,Remote Australia,26-39,Police issued,1,Police
2024,SA,Remote Australia,40-64,Police issued,2,Police
2024,SA,Unknown,17-25,Police issued,1,Police
2024,SA,Unknown,26-39,Police issued,4,Police
2024,SA,Unknown,40-64,Police issued,2,Police
2024,TAS,Unknown,17-25,Fixed or mobile camera,11,Camera
2024,TAS,Unknown,17-25,Police issued,38,Police
2024,TAS,Unknown,26-39,Fixed or mobile camera,43,Camera
2024,TAS,Unknown,26-39,Police issued,57,Police
2024,TAS,Unknown,40-64,Fixed or mobile camera,67,Camera
2024,TAS,Unknown,40-64,Police issued,53,Police
2024,TAS,Unknown,65 and over,Fixed or mobile camera,10,Camera
2024,TAS,Unknown,65 and over,Police issued,13,Police
